197;0868200;Holzbau;68;582
199;0861300;Lernbereich Technik;61;145
200;0871200;Computer- und Kommunikationstechniken;71;481
201;0861500;Werken (technisch)/Technologie;61;145
202;0863340;Fertigungs-/Produktionstechnik;63;520
203;0976400;Industriedesign/Produktgestaltung;76;214
204;0975300;Malerei;75;211
205;0975200;Bildhauerei/Plastik;75;211
206;0112300;Polnisch;12;222
207;0112600;Sorabistik;12;222
208;0327100;Soziale Arbeit;27;762
209;0112800;Tschechisch;12;222
210;0330400;Verkehrswirtschaft;30;840
211;0863260;Energieverfahrenstechnik;63;522
212;0863300;Feinwerktechnik;63;521
213;0863900;Versorgungstechnik;63;522
215;0863380;Gesundheitstechnik;63;521
216;0863420;Glastechnik/Keramik;63;543
219;0863540;Kunststofftechnik;63;543
220;0758400;Milch- und Molkereiwirtschaft;58;541
221;0871100;Bioinformatik;71;481
222;0864500;Kommunikations- und Informationstechnik;64;523
223;0865300;Nautik/Seefahrt;65;840
224;0863660;Physikalische Technik/Mechanische Verfahrenstechnik;63;520
225;0863740;Textil- und Bekleidungstechnik/-gewerbe;63;542
226;0863860;Verfahrenstechnik;63;524
227;0758550;Weinbau und Kellerwirtschaft;58;541
230;0978150;Gesang;78;212
231;0863220;Druck- und Reproduktionstechnik;63;213
232;0548200;Gesundheitswissenschaften/-management;48;345
233;0548300;Nichtärztliche Heilberufe/Therapien;48;723
234;0548400;Pflegewissenschaft/-management;48;723
235;0865100;Fahrzeugtechnik;65;525
242;0866200;Innenarchitektur;66;214
245;0327200;Sozialpädagogik;27;761
247;0871600;Medizinische Informatik;71;481
253;0327300;Sozialwesen;27;762
254;0333600;Sachunterricht (einschl. Schulgarten);33;144
255;0329200;Archivwesen;29;322
256;0329650;Rechtspflege;29;380
257;0329100;Arbeits- und Berufsberatung;29;762
258;0329150;Arbeitsverwaltung;29;345
259;0329250;Auswärtige Angelegenheiten;29;345
260;0329400;Bundeswehrverwaltung;29;345
261;0329500;Innere Verwaltung;29;345
262;0329350;Bibliothekswesen;29;322
263;0329600;Polizei/Verfassungsschutz;29;861
264;0329700;Sozialversicherung;29;343
265;0329300;Bankwesen;29;343
266;0329450;Finanzverwaltung;29;344
268;0329750;Verkehrswesen;29;840
269;0329850;Zoll- und Steuerverwaltung;29;344
270;0333200;Berufs- und Wirtschaftspädagogik;33;142
271;0109200;Deutsch als Fremdsprache oder als Zweitsprache;09;222
272;0105100;Alte Geschichte;05;225
273;0105400;Mittlere und neuere Geschichte;05;225
274;0330350;Tourismuswirtschaft;30;812
275;0105700;Wissenschaftsgeschichte/Technikgeschichte;05;225
276;0437400;Wirtschaftsmathematik;37;461
277;0871700;Wirtschaftsinformatik;71;481
280;0869100;Kartographie;69;581
282;0442300;Biotechnologie;42;421
283;0444200;Landschaftsökologie/Biogeographie;44;443
284;0107300;Angewandte Sprachwissenschaft;07;223
286;0864400;Mikrosystemtechnik;64;523
287;0975400;Neue Medien;75;213
290;1083200;Sonstige Fächer;83;999
292;0118100;Islamische Studien/Islamische Theologie;18;222
294;0872100;Materialwissenschaft;72;543
300;0442250;Biomedizin;42;421
302;0119100;Medienwissenschaft;19;321
303;0334100;Kommunikationswissenschaft/Publizistik;34;321
304;0330220;Medienwirtschaft/Medienmanagement;30;340
305;0861600;Medientechnik;61;213
310;0861700;Regenerative Energien;61;523
312;0436400;Statistik;36;462
316;0864100;Elektrische Energietechnik;64;523
320;0760100;Ernährungswissenschaft;60;726
321;0333300;Erwachsenenbildung und außerschulische Jugendbildung;33;142
333;0760300;Haushaltswissenschaft;60;814
353;0758450;Pflanzenproduktion;58;621
361;0333700;Schulpädagogik;33;142
365;0333450;Pädagogik der frühen Kindheit;33;142
370;0870100;Wirtschaftsingenieurwesen mit ingenieurwissenschaftlichem Schwerpunkt;70;520
371;0758500;Tierproduktion;58;621
380;0861400;Mechatronik;61;520
385;0443150;Geoökologie;43;443
390;0862100;Archäometrie (Ingenieurarchäologie);62;225
429;0868300;Stahlbau;68;582
457;0863820;Umwelttechnik (einschl. Recycling);63;851
458;0867200;Umweltschutz;67;851
464;0331100;Facility Management;31;341
544;0102200;Evang. Religionspädagogik, kirchliche Bildungsarbeit;02;221
545;0103200;Kath. Religionspädagogik, kirchliche Bildungsarbeit;03;221
548;0105500;Ur- und Frühgeschichte;05;225
